,Variable,Instrument,Coefficient,Std Error,P-value
0,s6,World GVC,-0.5969909574304445,32.53532921479712,0.985360432742428
1,s6,World GVC,-5.517398360011583,35.283930968904464,0.8757402642089156
2,s6,World GVC,-1.713694516010285,32.39775848232551,0.9578151973488078
3,s6,World GVC,1.5856991125089157,1.6616852538245512,0.3399461595390507
4,s6,World GVC,3.144525027375378,2.3245646600845795,0.1761396102319907
5,s6,World GVC,2.0174700296839507,1.679700519933263,0.2297166305960638
6,s6,World GVC,-0.9748261015546996,1.1289971823649547,0.387893270650558
7,s6,World GVC,-1.3812219375764885,1.345220110793091,0.3045321804945464
8,s6,World GVC,-1.18480800656703,1.1120611140515415,0.2866875963561588
